Território;Nome do território;Sexo;Ano;Meio de agressão;Óbitos;Taxa bruta (por 100 mil hab.);Taxa padronizada (por 100 mil hab.)
431517;Protásio Alves;Mulheres;2000;Arma de fogo;0;0;0
431517;Protásio Alves;Mulheres;2000;Arma branca ou objeto contundente;0;0;0
431517;Protásio Alves;Mulheres;2000;Estrangulamento;0;0;0
431517;Protásio Alves;Mulheres;2000;Força corporal;0;0;0
431517;Protásio Alves;Mulheres;2000;Demais meios especificados;0;0;0
431517;Protásio Alves;Mulheres;2000;Meios não especificados;0;0;0
431517;Protásio Alves;Mulheres;2001;Arma de fogo;0;0;0
431517;Protásio Alves;Mulheres;2001;Arma branca ou objeto contundente;0;0;0
431517;Protásio Alves;Mulheres;2001;Estrangulamento;0;0;0
431517;Protásio Alves;Mulheres;2001;Força corporal;0;0;0
431517;Protásio Alves;Mulheres;2001;Demais meios especificados;0;0;0
431517;Protásio Alves;Mulheres;2001;Meios não especificados;0;0;0
431517;Protásio Alves;Mulheres;2002;Arma de fogo;0;0;0
431517;Protásio Alves;Mulheres;2002;Arma branca ou objeto contundente;0;0;0
431517;Protásio Alves;Mulheres;2002;Estrangulamento;0;0;0
431517;Protásio Alves;Mulheres;2002;Força corporal;0;0;0
431517;Protásio Alves;Mulheres;2002;Demais meios especificados;0;0;0
431517;Protásio Alves;Mulheres;2002;Meios não especificados;0;0;0
431517;Protásio Alves;Mulheres;2003;Arma de fogo;0;0;0
431517;Protásio Alves;Mulheres;2003;Arma branca ou objeto contundente;0;0;0
431517;Protásio Alves;Mulheres;2003;Estrangulamento;0;0;0
431517;Protásio Alves;Mulheres;2003;Força corporal;0;0;0
431517;Protásio Alves;Mulheres;2003;Demais meios especificados;0;0;0
431517;Protásio Alves;Mulheres;2003;Meios não especificados;0;0;0
431517;Protásio Alves;Mulheres;2004;Arma de fogo;0;0;0
431517;Protásio Alves;Mulheres;2004;Arma branca ou objeto contundente;0;0;0
431517;Protásio Alves;Mulheres;2004;Estrangulamento;0;0;0
431517;Protásio Alves;Mulheres;2004;Força corporal;0;0;0
431517;Protásio Alves;Mulheres;2004;Demais meios especificados;0;0;0
431517;Protásio Alves;Mulheres;2004;Meios não especificados;0;0;0
431517;Protásio Alves;Mulheres;2005;Arma de fogo;0;0;0
431517;Protásio Alves;Mulheres;2005;Arma branca ou objeto contundente;0;0;0
431517;Protásio Alves;Mulheres;2005;Estrangulamento;0;0;0
431517;Protásio Alves;Mulheres;2005;Força corporal;0;0;0
431517;Protásio Alves;Mulheres;2005;Demais meios especificados;0;0;0
431517;Protásio Alves;Mulheres;2005;Meios não especificados;0;0;0
431517;Protásio Alves;Mulheres;2006;Arma de fogo;0;0;0
431517;Protásio Alves;Mulheres;2006;Arma branca ou objeto contundente;0;0;0
431517;Protásio Alves;Mulheres;2006;Estrangulamento;0;0;0
431517;Protásio Alves;Mulheres;2006;Força corporal;0;0;0
431517;Protásio Alves;Mulheres;2006;Demais meios especificados;0;0;0
431517;Protásio Alves;Mulheres;2006;Meios não especificados;0;0;0
431517;Protásio Alves;Mulheres;2007;Arma de fogo;0;0;0
431517;Protásio Alves;Mulheres;2007;Arma branca ou objeto contundente;0;0;0
431517;Protásio Alves;Mulheres;2007;Estrangulamento;0;0;0
431517;Protásio Alves;Mulheres;2007;Força corporal;0;0;0
431517;Protásio Alves;Mulheres;2007;Demais meios especificados;0;0;0
431517;Protásio Alves;Mulheres;2007;Meios não especificados;0;0;0
431517;Protásio Alves;Mulheres;2008;Arma de fogo;0;0;0
431517;Protásio Alves;Mulheres;2008;Arma branca ou objeto contundente;0;0;0
431517;Protásio Alves;Mulheres;2008;Estrangulamento;0;0;0
431517;Protásio Alves;Mulheres;2008;Força corporal;0;0;0
431517;Protásio Alves;Mulheres;2008;Demais meios especificados;0;0;0
431517;Protásio Alves;Mulheres;2008;Meios não especificados;0;0;0
431517;Protásio Alves;Mulheres;2009;Arma de fogo;0;0;0
431517;Protásio Alves;Mulheres;2009;Arma branca ou objeto contundente;0;0;0
431517;Protásio Alves;Mulheres;2009;Estrangulamento;0;0;0
431517;Protásio Alves;Mulheres;2009;Força corporal;0;0;0
431517;Protásio Alves;Mulheres;2009;Demais meios especificados;0;0;0
431517;Protásio Alves;Mulheres;2009;Meios não especificados;0;0;0
431517;Protásio Alves;Mulheres;2010;Arma de fogo;0;0;0
431517;Protásio Alves;Mulheres;2010;Arma branca ou objeto contundente;0;0;0
431517;Protásio Alves;Mulheres;2010;Estrangulamento;0;0;0
431517;Protásio Alves;Mulheres;2010;Força corporal;0;0;0
431517;Protásio Alves;Mulheres;2010;Demais meios especificados;0;0;0
431517;Protásio Alves;Mulheres;2010;Meios não especificados;0;0;0
431517;Protásio Alves;Mulheres;2011;Arma de fogo;0;0;0
431517;Protásio Alves;Mulheres;2011;Arma branca ou objeto contundente;0;0;0
431517;Protásio Alves;Mulheres;2011;Estrangulamento;0;0;0
431517;Protásio Alves;Mulheres;2011;Força corporal;0;0;0
431517;Protásio Alves;Mulheres;2011;Demais meios especificados;0;0;0
431517;Protásio Alves;Mulheres;2011;Meios não especificados;0;0;0
431517;Protásio Alves;Mulheres;2012;Arma de fogo;0;0;0
431517;Protásio Alves;Mulheres;2012;Arma branca ou objeto contundente;0;0;0
431517;Protásio Alves;Mulheres;2012;Estrangulamento;0;0;0
431517;Protásio Alves;Mulheres;2012;Força corporal;0;0;0
431517;Protásio Alves;Mulheres;2012;Demais meios especificados;0;0;0
431517;Protásio Alves;Mulheres;2012;Meios não especificados;0;0;0
431517;Protásio Alves;Mulheres;2013;Arma de fogo;0;0;0
431517;Protásio Alves;Mulheres;2013;Arma branca ou objeto contundente;0;0;0
431517;Protásio Alves;Mulheres;2013;Estrangulamento;0;0;0
431517;Protásio Alves;Mulheres;2013;Força corporal;0;0;0
431517;Protásio Alves;Mulheres;2013;Demais meios especificados;0;0;0
431517;Protásio Alves;Mulheres;2013;Meios não especificados;0;0;0
431517;Protásio Alves;Mulheres;2014;Arma de fogo;0;0;0
431517;Protásio Alves;Mulheres;2014;Arma branca ou objeto contundente;0;0;0
431517;Protásio Alves;Mulheres;2014;Estrangulamento;0;0;0
431517;Protásio Alves;Mulheres;2014;Força corporal;0;0;0
431517;Protásio Alves;Mulheres;2014;Demais meios especificados;0;0;0
431517;Protásio Alves;Mulheres;2014;Meios não especificados;0;0;0
431517;Protásio Alves;Mulheres;2015;Arma de fogo;0;0;0
431517;Protásio Alves;Mulheres;2015;Arma branca ou objeto contundente;0;0;0
431517;Protásio Alves;Mulheres;2015;Estrangulamento;0;0;0
431517;Protásio Alves;Mulheres;2015;Força corporal;0;0;0
431517;Protásio Alves;Mulheres;2015;Demais meios especificados;0;0;0
431517;Protásio Alves;Mulheres;2015;Meios não especificados;0;0;0
431517;Protásio Alves;Mulheres;2016;Arma de fogo;0;0;0
431517;Protásio Alves;Mulheres;2016;Arma branca ou objeto contundente;0;0;0
431517;Protásio Alves;Mulheres;2016;Estrangulamento;0;0;0
431517;Protásio Alves;Mulheres;2016;Força corporal;0;0;0
431517;Protásio Alves;Mulheres;2016;Demais meios especificados;0;0;0
431517;Protásio Alves;Mulheres;2016;Meios não especificados;0;0;0
431517;Protásio Alves;Mulheres;2017;Arma de fogo;0;0;0
431517;Protásio Alves;Mulheres;2017;Arma branca ou objeto contundente;0;0;0
431517;Protásio Alves;Mulheres;2017;Estrangulamento;0;0;0
431517;Protásio Alves;Mulheres;2017;Força corporal;0;0;0
431517;Protásio Alves;Mulheres;2017;Demais meios especificados;0;0;0
431517;Protásio Alves;Mulheres;2017;Meios não especificados;0;0;0
431517;Protásio Alves;Mulheres;2018;Arma de fogo;0;0;0
431517;Protásio Alves;Mulheres;2018;Arma branca ou objeto contundente;0;0;0
431517;Protásio Alves;Mulheres;2018;Estrangulamento;0;0;0
431517;Protásio Alves;Mulheres;2018;Força corporal;0;0;0
431517;Protásio Alves;Mulheres;2018;Demais meios especificados;0;0;0
431517;Protásio Alves;Mulheres;2018;Meios não especificados;0;0;0
431517;Protásio Alves;Mulheres;2019;Arma de fogo;0;0;0
431517;Protásio Alves;Mulheres;2019;Arma branca ou objeto contundente;0;0;0
431517;Protásio Alves;Mulheres;2019;Estrangulamento;0;0;0
431517;Protásio Alves;Mulheres;2019;Força corporal;0;0;0
431517;Protásio Alves;Mulheres;2019;Demais meios especificados;0;0;0
431517;Protásio Alves;Mulheres;2019;Meios não especificados;0;0;0
431517;Protásio Alves;Mulheres;2020;Arma de fogo;0;0;0
431517;Protásio Alves;Mulheres;2020;Arma branca ou objeto contundente;0;0;0
431517;Protásio Alves;Mulheres;2020;Estrangulamento;0;0;0
431517;Protásio Alves;Mulheres;2020;Força corporal;0;0;0
431517;Protásio Alves;Mulheres;2020;Demais meios especificados;0;0;0
431517;Protásio Alves;Mulheres;2020;Meios não especificados;0;0;0
431517;Protásio Alves;Mulheres;2021;Arma de fogo;0;0;0
431517;Protásio Alves;Mulheres;2021;Arma branca ou objeto contundente;0;0;0
431517;Protásio Alves;Mulheres;2021;Estrangulamento;0;0;0
431517;Protásio Alves;Mulheres;2021;Força corporal;0;0;0
431517;Protásio Alves;Mulheres;2021;Demais meios especificados;0;0;0
431517;Protásio Alves;Mulheres;2021;Meios não especificados;0;0;0
431517;Protásio Alves;Mulheres;2022;Arma de fogo;0;0;0
431517;Protásio Alves;Mulheres;2022;Arma branca ou objeto contundente;0;0;0
431517;Protásio Alves;Mulheres;2022;Estrangulamento;0;0;0
431517;Protásio Alves;Mulheres;2022;Força corporal;0;0;0
431517;Protásio Alves;Mulheres;2022;Demais meios especificados;0;0;0
431517;Protásio Alves;Mulheres;2022;Meios não especificados;0;0;0
431517;Protásio Alves;Mulheres;2023;Arma de fogo;0;0;0
431517;Protásio Alves;Mulheres;2023;Arma branca ou objeto contundente;0;0;0
431517;Protásio Alves;Mulheres;2023;Estrangulamento;0;0;0
431517;Protásio Alves;Mulheres;2023;Força corporal;0;0;0
431517;Protásio Alves;Mulheres;2023;Demais meios especificados;0;0;0
431517;Protásio Alves;Mulheres;2023;Meios não especificados;0;0;0
431517;Protásio Alves;Mulheres;2024;Arma de fogo;0;0;0
431517;Protásio Alves;Mulheres;2024;Arma branca ou objeto contundente;0;0;0
431517;Protásio Alves;Mulheres;2024;Estrangulamento;0;0;0
431517;Protásio Alves;Mulheres;2024;Força corporal;0;0;0
431517;Protásio Alves;Mulheres;2024;Demais meios especificados;0;0;0
431517;Protásio Alves;Mulheres;2024;Meios não especificados;0;0;0
431517;Protásio Alves;Mulheres;2025;Arma de fogo;0;0;0
431517;Protásio Alves;Mulheres;2025;Arma branca ou objeto contundente;0;0;0
431517;Protásio Alves;Mulheres;2025;Estrangulamento;0;0;0
431517;Protásio Alves;Mulheres;2025;Força corporal;0;0;0
431517;Protásio Alves;Mulheres;2025;Demais meios especificados;0;0;0
431517;Protásio Alves;Mulheres;2025;Meios não especificados;0;0;0
431520;Putinga;Ambos;2000;Arma de fogo;0;0;0
431520;Putinga;Ambos;2000;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Ambos;2000;Estrangulamento;0;0;0
431520;Putinga;Ambos;2000;Força corporal;0;0;0
431520;Putinga;Ambos;2000;Demais meios especificados;0;0;0
431520;Putinga;Ambos;2000;Meios não especificados;0;0;0
431520;Putinga;Ambos;2001;Arma de fogo;0;0;0
431520;Putinga;Ambos;2001;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Ambos;2001;Estrangulamento;0;0;0
431520;Putinga;Ambos;2001;Força corporal;0;0;0
431520;Putinga;Ambos;2001;Demais meios especificados;0;0;0
431520;Putinga;Ambos;2001;Meios não especificados;0;0;0
431520;Putinga;Ambos;2002;Arma de fogo;0;0;0
431520;Putinga;Ambos;2002;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Ambos;2002;Estrangulamento;0;0;0
431520;Putinga;Ambos;2002;Força corporal;0;0;0
431520;Putinga;Ambos;2002;Demais meios especificados;0;0;0
431520;Putinga;Ambos;2002;Meios não especificados;0;0;0
431520;Putinga;Ambos;2003;Arma de fogo;0;0;0
431520;Putinga;Ambos;2003;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Ambos;2003;Estrangulamento;1;21.83;17.63
431520;Putinga;Ambos;2003;Força corporal;0;0;0
431520;Putinga;Ambos;2003;Demais meios especificados;0;0;0
431520;Putinga;Ambos;2003;Meios não especificados;0;0;0
431520;Putinga;Ambos;2004;Arma de fogo;0;0;0
431520;Putinga;Ambos;2004;Arma branca ou objeto contundente;1;21.91;17.75
431520;Putinga;Ambos;2004;Estrangulamento;0;0;0
431520;Putinga;Ambos;2004;Força corporal;0;0;0
431520;Putinga;Ambos;2004;Demais meios especificados;0;0;0
431520;Putinga;Ambos;2004;Meios não especificados;0;0;0
431520;Putinga;Ambos;2005;Arma de fogo;1;22.08;18.8
431520;Putinga;Ambos;2005;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Ambos;2005;Estrangulamento;0;0;0
431520;Putinga;Ambos;2005;Força corporal;0;0;0
431520;Putinga;Ambos;2005;Demais meios especificados;0;0;0
431520;Putinga;Ambos;2005;Meios não especificados;0;0;0
431520;Putinga;Ambos;2006;Arma de fogo;0;0;0
431520;Putinga;Ambos;2006;Arma branca ou objeto contundente;1;22.27;23.64
431520;Putinga;Ambos;2006;Estrangulamento;0;0;0
431520;Putinga;Ambos;2006;Força corporal;0;0;0
431520;Putinga;Ambos;2006;Demais meios especificados;0;0;0
431520;Putinga;Ambos;2006;Meios não especificados;0;0;0
431520;Putinga;Ambos;2007;Arma de fogo;0;0;0
431520;Putinga;Ambos;2007;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Ambos;2007;Estrangulamento;0;0;0
431520;Putinga;Ambos;2007;Força corporal;0;0;0
431520;Putinga;Ambos;2007;Demais meios especificados;0;0;0
431520;Putinga;Ambos;2007;Meios não especificados;0;0;0
431520;Putinga;Ambos;2008;Arma de fogo;0;0;0
431520;Putinga;Ambos;2008;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Ambos;2008;Estrangulamento;0;0;0
431520;Putinga;Ambos;2008;Força corporal;0;0;0
431520;Putinga;Ambos;2008;Demais meios especificados;0;0;0
431520;Putinga;Ambos;2008;Meios não especificados;0;0;0
431520;Putinga;Ambos;2009;Arma de fogo;0;0;0
431520;Putinga;Ambos;2009;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Ambos;2009;Estrangulamento;0;0;0
431520;Putinga;Ambos;2009;Força corporal;0;0;0
431520;Putinga;Ambos;2009;Demais meios especificados;0;0;0
431520;Putinga;Ambos;2009;Meios não especificados;0;0;0
431520;Putinga;Ambos;2010;Arma de fogo;1;23.06;32.95
431520;Putinga;Ambos;2010;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Ambos;2010;Estrangulamento;0;0;0
431520;Putinga;Ambos;2010;Força corporal;0;0;0
431520;Putinga;Ambos;2010;Demais meios especificados;0;0;0
431520;Putinga;Ambos;2010;Meios não especificados;0;0;0
431520;Putinga;Ambos;2011;Arma de fogo;1;23.26;23.59
431520;Putinga;Ambos;2011;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Ambos;2011;Estrangulamento;0;0;0
431520;Putinga;Ambos;2011;Força corporal;0;0;0
431520;Putinga;Ambos;2011;Demais meios especificados;0;0;0
431520;Putinga;Ambos;2011;Meios não especificados;0;0;0
431520;Putinga;Ambos;2012;Arma de fogo;1;23.45;27.97
431520;Putinga;Ambos;2012;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Ambos;2012;Estrangulamento;0;0;0
431520;Putinga;Ambos;2012;Força corporal;0;0;0
431520;Putinga;Ambos;2012;Demais meios especificados;0;0;0
431520;Putinga;Ambos;2012;Meios não especificados;1;23.45;27.12
431520;Putinga;Ambos;2013;Arma de fogo;1;23.66;17.33
431520;Putinga;Ambos;2013;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Ambos;2013;Estrangulamento;0;0;0
431520;Putinga;Ambos;2013;Força corporal;0;0;0
431520;Putinga;Ambos;2013;Demais meios especificados;0;0;0
431520;Putinga;Ambos;2013;Meios não especificados;0;0;0
431520;Putinga;Ambos;2014;Arma de fogo;0;0;0
431520;Putinga;Ambos;2014;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Ambos;2014;Estrangulamento;0;0;0
431520;Putinga;Ambos;2014;Força corporal;0;0;0
431520;Putinga;Ambos;2014;Demais meios especificados;0;0;0
431520;Putinga;Ambos;2014;Meios não especificados;0;0;0
431520;Putinga;Ambos;2015;Arma de fogo;0;0;0
431520;Putinga;Ambos;2015;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Ambos;2015;Estrangulamento;0;0;0
431520;Putinga;Ambos;2015;Força corporal;0;0;0
431520;Putinga;Ambos;2015;Demais meios especificados;0;0;0
431520;Putinga;Ambos;2015;Meios não especificados;0;0;0
431520;Putinga;Ambos;2016;Arma de fogo;1;24.3;16.73
431520;Putinga;Ambos;2016;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Ambos;2016;Estrangulamento;0;0;0
431520;Putinga;Ambos;2016;Força corporal;0;0;0
431520;Putinga;Ambos;2016;Demais meios especificados;0;0;0
431520;Putinga;Ambos;2016;Meios não especificados;0;0;0
431520;Putinga;Ambos;2017;Arma de fogo;0;0;0
431520;Putinga;Ambos;2017;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Ambos;2017;Estrangulamento;0;0;0
431520;Putinga;Ambos;2017;Força corporal;0;0;0
431520;Putinga;Ambos;2017;Demais meios especificados;0;0;0
431520;Putinga;Ambos;2017;Meios não especificados;0;0;0
431520;Putinga;Ambos;2018;Arma de fogo;1;24.77;17.36
431520;Putinga;Ambos;2018;Arma branca ou objeto contundente;1;24.77;31.75
431520;Putinga;Ambos;2018;Estrangulamento;0;0;0
431520;Putinga;Ambos;2018;Força corporal;0;0;0
431520;Putinga;Ambos;2018;Demais meios especificados;0;0;0
431520;Putinga;Ambos;2018;Meios não especificados;0;0;0
431520;Putinga;Ambos;2019;Arma de fogo;0;0;0
431520;Putinga;Ambos;2019;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Ambos;2019;Estrangulamento;0;0;0
431520;Putinga;Ambos;2019;Força corporal;0;0;0
431520;Putinga;Ambos;2019;Demais meios especificados;0;0;0
431520;Putinga;Ambos;2019;Meios não especificados;0;0;0
431520;Putinga;Ambos;2020;Arma de fogo;0;0;0
431520;Putinga;Ambos;2020;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Ambos;2020;Estrangulamento;0;0;0
431520;Putinga;Ambos;2020;Força corporal;0;0;0
431520;Putinga;Ambos;2020;Demais meios especificados;0;0;0
431520;Putinga;Ambos;2020;Meios não especificados;0;0;0
431520;Putinga;Ambos;2021;Arma de fogo;0;0;0
431520;Putinga;Ambos;2021;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Ambos;2021;Estrangulamento;0;0;0
431520;Putinga;Ambos;2021;Força corporal;0;0;0
431520;Putinga;Ambos;2021;Demais meios especificados;0;0;0
431520;Putinga;Ambos;2021;Meios não especificados;0;0;0
431520;Putinga;Ambos;2022;Arma de fogo;1;25.77;19.79
431520;Putinga;Ambos;2022;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Ambos;2022;Estrangulamento;0;0;0
431520;Putinga;Ambos;2022;Força corporal;0;0;0
431520;Putinga;Ambos;2022;Demais meios especificados;0;0;0
431520;Putinga;Ambos;2022;Meios não especificados;0;0;0
431520;Putinga;Ambos;2023;Arma de fogo;0;0;0
431520;Putinga;Ambos;2023;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Ambos;2023;Estrangulamento;0;0;0
431520;Putinga;Ambos;2023;Força corporal;0;0;0
431520;Putinga;Ambos;2023;Demais meios especificados;0;0;0
431520;Putinga;Ambos;2023;Meios não especificados;0;0;0
431520;Putinga;Ambos;2024;Arma de fogo;0;0;0
431520;Putinga;Ambos;2024;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Ambos;2024;Estrangulamento;0;0;0
431520;Putinga;Ambos;2024;Força corporal;0;0;0
431520;Putinga;Ambos;2024;Demais meios especificados;0;0;0
431520;Putinga;Ambos;2024;Meios não especificados;0;0;0
431520;Putinga;Ambos;2025;Arma de fogo;0;0;0
431520;Putinga;Ambos;2025;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Ambos;2025;Estrangulamento;0;0;0
431520;Putinga;Ambos;2025;Força corporal;0;0;0
431520;Putinga;Ambos;2025;Demais meios especificados;0;0;0
431520;Putinga;Ambos;2025;Meios não especificados;0;0;0
431520;Putinga;Homens;2000;Arma de fogo;0;0;0
431520;Putinga;Homens;2000;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Homens;2000;Estrangulamento;0;0;0
431520;Putinga;Homens;2000;Força corporal;0;0;0
431520;Putinga;Homens;2000;Demais meios especificados;0;0;0
431520;Putinga;Homens;2000;Meios não especificados;0;0;0
431520;Putinga;Homens;2001;Arma de fogo;0;0;0
431520;Putinga;Homens;2001;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Homens;2001;Estrangulamento;0;0;0
431520;Putinga;Homens;2001;Força corporal;0;0;0
431520;Putinga;Homens;2001;Demais meios especificados;0;0;0
431520;Putinga;Homens;2001;Meios não especificados;0;0;0
431520;Putinga;Homens;2002;Arma de fogo;0;0;0
431520;Putinga;Homens;2002;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Homens;2002;Estrangulamento;0;0;0
431520;Putinga;Homens;2002;Força corporal;0;0;0
431520;Putinga;Homens;2002;Demais meios especificados;0;0;0
431520;Putinga;Homens;2002;Meios não especificados;0;0;0
431520;Putinga;Homens;2003;Arma de fogo;0;0;0
431520;Putinga;Homens;2003;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Homens;2003;Estrangulamento;1;42.83;33.72
431520;Putinga;Homens;2003;Força corporal;0;0;0
431520;Putinga;Homens;2003;Demais meios especificados;0;0;0
431520;Putinga;Homens;2003;Meios não especificados;0;0;0
431520;Putinga;Homens;2004;Arma de fogo;0;0;0
431520;Putinga;Homens;2004;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Homens;2004;Estrangulamento;0;0;0
431520;Putinga;Homens;2004;Força corporal;0;0;0
431520;Putinga;Homens;2004;Demais meios especificados;0;0;0
431520;Putinga;Homens;2004;Meios não especificados;0;0;0
431520;Putinga;Homens;2005;Arma de fogo;1;43.38;36.48
431520;Putinga;Homens;2005;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Homens;2005;Estrangulamento;0;0;0
431520;Putinga;Homens;2005;Força corporal;0;0;0
431520;Putinga;Homens;2005;Demais meios especificados;0;0;0
431520;Putinga;Homens;2005;Meios não especificados;0;0;0
431520;Putinga;Homens;2006;Arma de fogo;0;0;0
431520;Putinga;Homens;2006;Arma branca ou objeto contundente;1;43.78;45.61
431520;Putinga;Homens;2006;Estrangulamento;0;0;0
431520;Putinga;Homens;2006;Força corporal;0;0;0
431520;Putinga;Homens;2006;Demais meios especificados;0;0;0
431520;Putinga;Homens;2006;Meios não especificados;0;0;0
431520;Putinga;Homens;2007;Arma de fogo;0;0;0
431520;Putinga;Homens;2007;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Homens;2007;Estrangulamento;0;0;0
431520;Putinga;Homens;2007;Força corporal;0;0;0
431520;Putinga;Homens;2007;Demais meios especificados;0;0;0
431520;Putinga;Homens;2007;Meios não especificados;0;0;0
431520;Putinga;Homens;2008;Arma de fogo;0;0;0
431520;Putinga;Homens;2008;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Homens;2008;Estrangulamento;0;0;0
431520;Putinga;Homens;2008;Força corporal;0;0;0
431520;Putinga;Homens;2008;Demais meios especificados;0;0;0
431520;Putinga;Homens;2008;Meios não especificados;0;0;0
431520;Putinga;Homens;2009;Arma de fogo;0;0;0
431520;Putinga;Homens;2009;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Homens;2009;Estrangulamento;0;0;0
431520;Putinga;Homens;2009;Força corporal;0;0;0
431520;Putinga;Homens;2009;Demais meios especificados;0;0;0
431520;Putinga;Homens;2009;Meios não especificados;0;0;0
431520;Putinga;Homens;2010;Arma de fogo;1;45.45;67.58
431520;Putinga;Homens;2010;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Homens;2010;Estrangulamento;0;0;0
431520;Putinga;Homens;2010;Força corporal;0;0;0
431520;Putinga;Homens;2010;Demais meios especificados;0;0;0
431520;Putinga;Homens;2010;Meios não especificados;0;0;0
431520;Putinga;Homens;2011;Arma de fogo;1;45.85;43.2
431520;Putinga;Homens;2011;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Homens;2011;Estrangulamento;0;0;0
431520;Putinga;Homens;2011;Força corporal;0;0;0
431520;Putinga;Homens;2011;Demais meios especificados;0;0;0
431520;Putinga;Homens;2011;Meios não especificados;0;0;0
431520;Putinga;Homens;2012;Arma de fogo;1;46.32;54
431520;Putinga;Homens;2012;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Homens;2012;Estrangulamento;0;0;0
431520;Putinga;Homens;2012;Força corporal;0;0;0
431520;Putinga;Homens;2012;Demais meios especificados;0;0;0
431520;Putinga;Homens;2012;Meios não especificados;1;46.32;50.71
431520;Putinga;Homens;2013;Arma de fogo;1;46.73;34.67
431520;Putinga;Homens;2013;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Homens;2013;Estrangulamento;0;0;0
431520;Putinga;Homens;2013;Força corporal;0;0;0
431520;Putinga;Homens;2013;Demais meios especificados;0;0;0
431520;Putinga;Homens;2013;Meios não especificados;0;0;0
431520;Putinga;Homens;2014;Arma de fogo;0;0;0
431520;Putinga;Homens;2014;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Homens;2014;Estrangulamento;0;0;0
431520;Putinga;Homens;2014;Força corporal;0;0;0
431520;Putinga;Homens;2014;Demais meios especificados;0;0;0
431520;Putinga;Homens;2014;Meios não especificados;0;0;0
431520;Putinga;Homens;2015;Arma de fogo;0;0;0
431520;Putinga;Homens;2015;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Homens;2015;Estrangulamento;0;0;0
431520;Putinga;Homens;2015;Força corporal;0;0;0
431520;Putinga;Homens;2015;Demais meios especificados;0;0;0
431520;Putinga;Homens;2015;Meios não especificados;0;0;0
431520;Putinga;Homens;2016;Arma de fogo;1;48.1;32.86
431520;Putinga;Homens;2016;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Homens;2016;Estrangulamento;0;0;0
431520;Putinga;Homens;2016;Força corporal;0;0;0
431520;Putinga;Homens;2016;Demais meios especificados;0;0;0
431520;Putinga;Homens;2016;Meios não especificados;0;0;0
431520;Putinga;Homens;2017;Arma de fogo;0;0;0
431520;Putinga;Homens;2017;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Homens;2017;Estrangulamento;0;0;0
431520;Putinga;Homens;2017;Força corporal;0;0;0
431520;Putinga;Homens;2017;Demais meios especificados;0;0;0
431520;Putinga;Homens;2017;Meios não especificados;0;0;0
431520;Putinga;Homens;2018;Arma de fogo;0;0;0
431520;Putinga;Homens;2018;Arma branca ou objeto contundente;1;49.04;66.19
431520;Putinga;Homens;2018;Estrangulamento;0;0;0
431520;Putinga;Homens;2018;Força corporal;0;0;0
431520;Putinga;Homens;2018;Demais meios especificados;0;0;0
431520;Putinga;Homens;2018;Meios não especificados;0;0;0
431520;Putinga;Homens;2019;Arma de fogo;0;0;0
431520;Putinga;Homens;2019;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Homens;2019;Estrangulamento;0;0;0
431520;Putinga;Homens;2019;Força corporal;0;0;0
431520;Putinga;Homens;2019;Demais meios especificados;0;0;0
431520;Putinga;Homens;2019;Meios não especificados;0;0;0
