Território;Nome do território;Sexo;Ano;Meio de agressão;Óbitos;Taxa bruta (por 100 mil hab.);Taxa padronizada (por 100 mil hab.)
431520;Putinga;Homens;2020;Arma de fogo;0;0;0
431520;Putinga;Homens;2020;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Homens;2020;Estrangulamento;0;0;0
431520;Putinga;Homens;2020;Força corporal;0;0;0
431520;Putinga;Homens;2020;Demais meios especificados;0;0;0
431520;Putinga;Homens;2020;Meios não especificados;0;0;0
431520;Putinga;Homens;2021;Arma de fogo;0;0;0
431520;Putinga;Homens;2021;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Homens;2021;Estrangulamento;0;0;0
431520;Putinga;Homens;2021;Força corporal;0;0;0
431520;Putinga;Homens;2021;Demais meios especificados;0;0;0
431520;Putinga;Homens;2021;Meios não especificados;0;0;0
431520;Putinga;Homens;2022;Arma de fogo;1;51.31;38.34
431520;Putinga;Homens;2022;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Homens;2022;Estrangulamento;0;0;0
431520;Putinga;Homens;2022;Força corporal;0;0;0
431520;Putinga;Homens;2022;Demais meios especificados;0;0;0
431520;Putinga;Homens;2022;Meios não especificados;0;0;0
431520;Putinga;Homens;2023;Arma de fogo;0;0;0
431520;Putinga;Homens;2023;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Homens;2023;Estrangulamento;0;0;0
431520;Putinga;Homens;2023;Força corporal;0;0;0
431520;Putinga;Homens;2023;Demais meios especificados;0;0;0
431520;Putinga;Homens;2023;Meios não especificados;0;0;0
431520;Putinga;Homens;2024;Arma de fogo;0;0;0
431520;Putinga;Homens;2024;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Homens;2024;Estrangulamento;0;0;0
431520;Putinga;Homens;2024;Força corporal;0;0;0
431520;Putinga;Homens;2024;Demais meios especificados;0;0;0
431520;Putinga;Homens;2024;Meios não especificados;0;0;0
431520;Putinga;Homens;2025;Arma de fogo;0;0;0
431520;Putinga;Homens;2025;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Homens;2025;Estrangulamento;0;0;0
431520;Putinga;Homens;2025;Força corporal;0;0;0
431520;Putinga;Homens;2025;Demais meios especificados;0;0;0
431520;Putinga;Homens;2025;Meios não especificados;0;0;0
431520;Putinga;Mulheres;2000;Arma de fogo;0;0;0
431520;Putinga;Mulheres;2000;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Mulheres;2000;Estrangulamento;0;0;0
431520;Putinga;Mulheres;2000;Força corporal;0;0;0
431520;Putinga;Mulheres;2000;Demais meios especificados;0;0;0
431520;Putinga;Mulheres;2000;Meios não especificados;0;0;0
431520;Putinga;Mulheres;2001;Arma de fogo;0;0;0
431520;Putinga;Mulheres;2001;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Mulheres;2001;Estrangulamento;0;0;0
431520;Putinga;Mulheres;2001;Força corporal;0;0;0
431520;Putinga;Mulheres;2001;Demais meios especificados;0;0;0
431520;Putinga;Mulheres;2001;Meios não especificados;0;0;0
431520;Putinga;Mulheres;2002;Arma de fogo;0;0;0
431520;Putinga;Mulheres;2002;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Mulheres;2002;Estrangulamento;0;0;0
431520;Putinga;Mulheres;2002;Força corporal;0;0;0
431520;Putinga;Mulheres;2002;Demais meios especificados;0;0;0
431520;Putinga;Mulheres;2002;Meios não especificados;0;0;0
431520;Putinga;Mulheres;2003;Arma de fogo;0;0;0
431520;Putinga;Mulheres;2003;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Mulheres;2003;Estrangulamento;0;0;0
431520;Putinga;Mulheres;2003;Força corporal;0;0;0
431520;Putinga;Mulheres;2003;Demais meios especificados;0;0;0
431520;Putinga;Mulheres;2003;Meios não especificados;0;0;0
431520;Putinga;Mulheres;2004;Arma de fogo;0;0;0
431520;Putinga;Mulheres;2004;Arma branca ou objeto contundente;1;44.68;35.4
431520;Putinga;Mulheres;2004;Estrangulamento;0;0;0
431520;Putinga;Mulheres;2004;Força corporal;0;0;0
431520;Putinga;Mulheres;2004;Demais meios especificados;0;0;0
431520;Putinga;Mulheres;2004;Meios não especificados;0;0;0
431520;Putinga;Mulheres;2005;Arma de fogo;0;0;0
431520;Putinga;Mulheres;2005;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Mulheres;2005;Estrangulamento;0;0;0
431520;Putinga;Mulheres;2005;Força corporal;0;0;0
431520;Putinga;Mulheres;2005;Demais meios especificados;0;0;0
431520;Putinga;Mulheres;2005;Meios não especificados;0;0;0
431520;Putinga;Mulheres;2006;Arma de fogo;0;0;0
431520;Putinga;Mulheres;2006;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Mulheres;2006;Estrangulamento;0;0;0
431520;Putinga;Mulheres;2006;Força corporal;0;0;0
431520;Putinga;Mulheres;2006;Demais meios especificados;0;0;0
431520;Putinga;Mulheres;2006;Meios não especificados;0;0;0
431520;Putinga;Mulheres;2007;Arma de fogo;0;0;0
431520;Putinga;Mulheres;2007;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Mulheres;2007;Estrangulamento;0;0;0
431520;Putinga;Mulheres;2007;Força corporal;0;0;0
431520;Putinga;Mulheres;2007;Demais meios especificados;0;0;0
431520;Putinga;Mulheres;2007;Meios não especificados;0;0;0
431520;Putinga;Mulheres;2008;Arma de fogo;0;0;0
431520;Putinga;Mulheres;2008;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Mulheres;2008;Estrangulamento;0;0;0
431520;Putinga;Mulheres;2008;Força corporal;0;0;0
431520;Putinga;Mulheres;2008;Demais meios especificados;0;0;0
431520;Putinga;Mulheres;2008;Meios não especificados;0;0;0
431520;Putinga;Mulheres;2009;Arma de fogo;0;0;0
431520;Putinga;Mulheres;2009;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Mulheres;2009;Estrangulamento;0;0;0
431520;Putinga;Mulheres;2009;Força corporal;0;0;0
431520;Putinga;Mulheres;2009;Demais meios especificados;0;0;0
431520;Putinga;Mulheres;2009;Meios não especificados;0;0;0
431520;Putinga;Mulheres;2010;Arma de fogo;0;0;0
431520;Putinga;Mulheres;2010;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Mulheres;2010;Estrangulamento;0;0;0
431520;Putinga;Mulheres;2010;Força corporal;0;0;0
431520;Putinga;Mulheres;2010;Demais meios especificados;0;0;0
431520;Putinga;Mulheres;2010;Meios não especificados;0;0;0
431520;Putinga;Mulheres;2011;Arma de fogo;0;0;0
431520;Putinga;Mulheres;2011;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Mulheres;2011;Estrangulamento;0;0;0
431520;Putinga;Mulheres;2011;Força corporal;0;0;0
431520;Putinga;Mulheres;2011;Demais meios especificados;0;0;0
431520;Putinga;Mulheres;2011;Meios não especificados;0;0;0
431520;Putinga;Mulheres;2012;Arma de fogo;0;0;0
431520;Putinga;Mulheres;2012;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Mulheres;2012;Estrangulamento;0;0;0
431520;Putinga;Mulheres;2012;Força corporal;0;0;0
431520;Putinga;Mulheres;2012;Demais meios especificados;0;0;0
431520;Putinga;Mulheres;2012;Meios não especificados;0;0;0
431520;Putinga;Mulheres;2013;Arma de fogo;0;0;0
431520;Putinga;Mulheres;2013;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Mulheres;2013;Estrangulamento;0;0;0
431520;Putinga;Mulheres;2013;Força corporal;0;0;0
431520;Putinga;Mulheres;2013;Demais meios especificados;0;0;0
431520;Putinga;Mulheres;2013;Meios não especificados;0;0;0
431520;Putinga;Mulheres;2014;Arma de fogo;0;0;0
431520;Putinga;Mulheres;2014;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Mulheres;2014;Estrangulamento;0;0;0
431520;Putinga;Mulheres;2014;Força corporal;0;0;0
431520;Putinga;Mulheres;2014;Demais meios especificados;0;0;0
431520;Putinga;Mulheres;2014;Meios não especificados;0;0;0
431520;Putinga;Mulheres;2015;Arma de fogo;0;0;0
431520;Putinga;Mulheres;2015;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Mulheres;2015;Estrangulamento;0;0;0
431520;Putinga;Mulheres;2015;Força corporal;0;0;0
431520;Putinga;Mulheres;2015;Demais meios especificados;0;0;0
431520;Putinga;Mulheres;2015;Meios não especificados;0;0;0
431520;Putinga;Mulheres;2016;Arma de fogo;0;0;0
431520;Putinga;Mulheres;2016;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Mulheres;2016;Estrangulamento;0;0;0
431520;Putinga;Mulheres;2016;Força corporal;0;0;0
431520;Putinga;Mulheres;2016;Demais meios especificados;0;0;0
431520;Putinga;Mulheres;2016;Meios não especificados;0;0;0
431520;Putinga;Mulheres;2017;Arma de fogo;0;0;0
431520;Putinga;Mulheres;2017;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Mulheres;2017;Estrangulamento;0;0;0
431520;Putinga;Mulheres;2017;Força corporal;0;0;0
431520;Putinga;Mulheres;2017;Demais meios especificados;0;0;0
431520;Putinga;Mulheres;2017;Meios não especificados;0;0;0
431520;Putinga;Mulheres;2018;Arma de fogo;1;50.05;35.62
431520;Putinga;Mulheres;2018;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Mulheres;2018;Estrangulamento;0;0;0
431520;Putinga;Mulheres;2018;Força corporal;0;0;0
431520;Putinga;Mulheres;2018;Demais meios especificados;0;0;0
431520;Putinga;Mulheres;2018;Meios não especificados;0;0;0
431520;Putinga;Mulheres;2019;Arma de fogo;0;0;0
431520;Putinga;Mulheres;2019;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Mulheres;2019;Estrangulamento;0;0;0
431520;Putinga;Mulheres;2019;Força corporal;0;0;0
431520;Putinga;Mulheres;2019;Demais meios especificados;0;0;0
431520;Putinga;Mulheres;2019;Meios não especificados;0;0;0
431520;Putinga;Mulheres;2020;Arma de fogo;0;0;0
431520;Putinga;Mulheres;2020;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Mulheres;2020;Estrangulamento;0;0;0
431520;Putinga;Mulheres;2020;Força corporal;0;0;0
431520;Putinga;Mulheres;2020;Demais meios especificados;0;0;0
431520;Putinga;Mulheres;2020;Meios não especificados;0;0;0
431520;Putinga;Mulheres;2021;Arma de fogo;0;0;0
431520;Putinga;Mulheres;2021;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Mulheres;2021;Estrangulamento;0;0;0
431520;Putinga;Mulheres;2021;Força corporal;0;0;0
431520;Putinga;Mulheres;2021;Demais meios especificados;0;0;0
431520;Putinga;Mulheres;2021;Meios não especificados;0;0;0
431520;Putinga;Mulheres;2022;Arma de fogo;0;0;0
431520;Putinga;Mulheres;2022;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Mulheres;2022;Estrangulamento;0;0;0
431520;Putinga;Mulheres;2022;Força corporal;0;0;0
431520;Putinga;Mulheres;2022;Demais meios especificados;0;0;0
431520;Putinga;Mulheres;2022;Meios não especificados;0;0;0
431520;Putinga;Mulheres;2023;Arma de fogo;0;0;0
431520;Putinga;Mulheres;2023;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Mulheres;2023;Estrangulamento;0;0;0
431520;Putinga;Mulheres;2023;Força corporal;0;0;0
431520;Putinga;Mulheres;2023;Demais meios especificados;0;0;0
431520;Putinga;Mulheres;2023;Meios não especificados;0;0;0
431520;Putinga;Mulheres;2024;Arma de fogo;0;0;0
431520;Putinga;Mulheres;2024;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Mulheres;2024;Estrangulamento;0;0;0
431520;Putinga;Mulheres;2024;Força corporal;0;0;0
431520;Putinga;Mulheres;2024;Demais meios especificados;0;0;0
431520;Putinga;Mulheres;2024;Meios não especificados;0;0;0
431520;Putinga;Mulheres;2025;Arma de fogo;0;0;0
431520;Putinga;Mulheres;2025;Arma branca ou objeto contundente;0;0;0
431520;Putinga;Mulheres;2025;Estrangulamento;0;0;0
431520;Putinga;Mulheres;2025;Força corporal;0;0;0
431520;Putinga;Mulheres;2025;Demais meios especificados;0;0;0
431520;Putinga;Mulheres;2025;Meios não especificados;0;0;0
431530;Quaraí;Ambos;2000;Arma de fogo;6;24.99;28.06
431530;Quaraí;Ambos;2000;Arma branca ou objeto contundente;1;4.16;4.38
431530;Quaraí;Ambos;2000;Estrangulamento;0;0;0
431530;Quaraí;Ambos;2000;Força corporal;0;0;0
431530;Quaraí;Ambos;2000;Demais meios especificados;0;0;0
431530;Quaraí;Ambos;2000;Meios não especificados;0;0;0
431530;Quaraí;Ambos;2001;Arma de fogo;2;8.33;8.95
431530;Quaraí;Ambos;2001;Arma branca ou objeto contundente;0;0;0
431530;Quaraí;Ambos;2001;Estrangulamento;0;0;0
431530;Quaraí;Ambos;2001;Força corporal;0;0;0
431530;Quaraí;Ambos;2001;Demais meios especificados;0;0;0
431530;Quaraí;Ambos;2001;Meios não especificados;0;0;0
431530;Quaraí;Ambos;2002;Arma de fogo;3;12.52;12.61
431530;Quaraí;Ambos;2002;Arma branca ou objeto contundente;2;8.34;10.11
431530;Quaraí;Ambos;2002;Estrangulamento;1;4.17;4.83
431530;Quaraí;Ambos;2002;Força corporal;0;0;0
431530;Quaraí;Ambos;2002;Demais meios especificados;0;0;0
431530;Quaraí;Ambos;2002;Meios não especificados;0;0;0
431530;Quaraí;Ambos;2003;Arma de fogo;2;8.37;8.23
431530;Quaraí;Ambos;2003;Arma branca ou objeto contundente;0;0;0
431530;Quaraí;Ambos;2003;Estrangulamento;0;0;0
431530;Quaraí;Ambos;2003;Força corporal;0;0;0
431530;Quaraí;Ambos;2003;Demais meios especificados;0;0;0
431530;Quaraí;Ambos;2003;Meios não especificados;0;0;0
431530;Quaraí;Ambos;2004;Arma de fogo;2;8.39;8.95
431530;Quaraí;Ambos;2004;Arma branca ou objeto contundente;1;4.19;4.94
431530;Quaraí;Ambos;2004;Estrangulamento;0;0;0
431530;Quaraí;Ambos;2004;Força corporal;0;0;0
431530;Quaraí;Ambos;2004;Demais meios especificados;0;0;0
431530;Quaraí;Ambos;2004;Meios não especificados;1;4.19;4.94
431530;Quaraí;Ambos;2005;Arma de fogo;6;25.25;27.71
431530;Quaraí;Ambos;2005;Arma branca ou objeto contundente;0;0;0
431530;Quaraí;Ambos;2005;Estrangulamento;0;0;0
431530;Quaraí;Ambos;2005;Força corporal;0;0;0
431530;Quaraí;Ambos;2005;Demais meios especificados;0;0;0
431530;Quaraí;Ambos;2005;Meios não especificados;0;0;0
431530;Quaraí;Ambos;2006;Arma de fogo;0;0;0
431530;Quaraí;Ambos;2006;Arma branca ou objeto contundente;3;12.67;12.59
431530;Quaraí;Ambos;2006;Estrangulamento;0;0;0
431530;Quaraí;Ambos;2006;Força corporal;0;0;0
431530;Quaraí;Ambos;2006;Demais meios especificados;0;0;0
431530;Quaraí;Ambos;2006;Meios não especificados;1;4.22;3.98
431530;Quaraí;Ambos;2007;Arma de fogo;3;12.72;12.96
431530;Quaraí;Ambos;2007;Arma branca ou objeto contundente;0;0;0
431530;Quaraí;Ambos;2007;Estrangulamento;0;0;0
431530;Quaraí;Ambos;2007;Força corporal;0;0;0
431530;Quaraí;Ambos;2007;Demais meios especificados;0;0;0
431530;Quaraí;Ambos;2007;Meios não especificados;1;4.24;4.8
431530;Quaraí;Ambos;2008;Arma de fogo;3;12.78;9.09
431530;Quaraí;Ambos;2008;Arma branca ou objeto contundente;1;4.26;4.88
431530;Quaraí;Ambos;2008;Estrangulamento;0;0;0
431530;Quaraí;Ambos;2008;Força corporal;0;0;0
431530;Quaraí;Ambos;2008;Demais meios especificados;0;0;0
431530;Quaraí;Ambos;2008;Meios não especificados;0;0;0
431530;Quaraí;Ambos;2009;Arma de fogo;3;12.83;14.75
431530;Quaraí;Ambos;2009;Arma branca ou objeto contundente;0;0;0
431530;Quaraí;Ambos;2009;Estrangulamento;1;4.28;3.64
431530;Quaraí;Ambos;2009;Força corporal;0;0;0
431530;Quaraí;Ambos;2009;Demais meios especificados;0;0;0
431530;Quaraí;Ambos;2009;Meios não especificados;1;4.28;3.99
431530;Quaraí;Ambos;2010;Arma de fogo;1;4.29;5.01
431530;Quaraí;Ambos;2010;Arma branca ou objeto contundente;1;4.29;5.33
431530;Quaraí;Ambos;2010;Estrangulamento;0;0;0
431530;Quaraí;Ambos;2010;Força corporal;0;0;0
431530;Quaraí;Ambos;2010;Demais meios especificados;1;4.29;5.01
431530;Quaraí;Ambos;2010;Meios não especificados;1;4.29;5.33
431530;Quaraí;Ambos;2011;Arma de fogo;3;12.88;14.53
431530;Quaraí;Ambos;2011;Arma branca ou objeto contundente;0;0;0
431530;Quaraí;Ambos;2011;Estrangulamento;0;0;0
431530;Quaraí;Ambos;2011;Força corporal;0;0;0
431530;Quaraí;Ambos;2011;Demais meios especificados;0;0;0
431530;Quaraí;Ambos;2011;Meios não especificados;0;0;0
431530;Quaraí;Ambos;2012;Arma de fogo;5;21.43;23.5
431530;Quaraí;Ambos;2012;Arma branca ou objeto contundente;0;0;0
431530;Quaraí;Ambos;2012;Estrangulamento;0;0;0
431530;Quaraí;Ambos;2012;Força corporal;0;0;0
431530;Quaraí;Ambos;2012;Demais meios especificados;0;0;0
431530;Quaraí;Ambos;2012;Meios não especificados;0;0;0
431530;Quaraí;Ambos;2013;Arma de fogo;0;0;0
431530;Quaraí;Ambos;2013;Arma branca ou objeto contundente;1;4.27;4.11
431530;Quaraí;Ambos;2013;Estrangulamento;0;0;0
431530;Quaraí;Ambos;2013;Força corporal;0;0;0
431530;Quaraí;Ambos;2013;Demais meios especificados;0;0;0
431530;Quaraí;Ambos;2013;Meios não especificados;0;0;0
431530;Quaraí;Ambos;2014;Arma de fogo;2;8.52;9.05
431530;Quaraí;Ambos;2014;Arma branca ou objeto contundente;0;0;0
431530;Quaraí;Ambos;2014;Estrangulamento;0;0;0
431530;Quaraí;Ambos;2014;Força corporal;0;0;0
431530;Quaraí;Ambos;2014;Demais meios especificados;0;0;0
431530;Quaraí;Ambos;2014;Meios não especificados;1;4.26;5.29
431530;Quaraí;Ambos;2015;Arma de fogo;4;16.96;17.2
431530;Quaraí;Ambos;2015;Arma branca ou objeto contundente;3;12.72;13.5
431530;Quaraí;Ambos;2015;Estrangulamento;1;4.24;4.79
431530;Quaraí;Ambos;2015;Força corporal;0;0;0
431530;Quaraí;Ambos;2015;Demais meios especificados;0;0;0
431530;Quaraí;Ambos;2015;Meios não especificados;0;0;0
431530;Quaraí;Ambos;2016;Arma de fogo;0;0;0
431530;Quaraí;Ambos;2016;Arma branca ou objeto contundente;3;12.67;14
431530;Quaraí;Ambos;2016;Estrangulamento;0;0;0
431530;Quaraí;Ambos;2016;Força corporal;0;0;0
431530;Quaraí;Ambos;2016;Demais meios especificados;0;0;0
431530;Quaraí;Ambos;2016;Meios não especificados;0;0;0
431530;Quaraí;Ambos;2017;Arma de fogo;3;12.64;14.72
431530;Quaraí;Ambos;2017;Arma branca ou objeto contundente;2;8.42;7.58
431530;Quaraí;Ambos;2017;Estrangulamento;1;4.21;3.7
431530;Quaraí;Ambos;2017;Força corporal;0;0;0
431530;Quaraí;Ambos;2017;Demais meios especificados;0;0;0
431530;Quaraí;Ambos;2017;Meios não especificados;0;0;0
431530;Quaraí;Ambos;2018;Arma de fogo;1;4.2;4.63
431530;Quaraí;Ambos;2018;Arma branca ou objeto contundente;2;8.4;9.83
431530;Quaraí;Ambos;2018;Estrangulamento;0;0;0
431530;Quaraí;Ambos;2018;Força corporal;0;0;0
431530;Quaraí;Ambos;2018;Demais meios especificados;0;0;0
431530;Quaraí;Ambos;2018;Meios não especificados;0;0;0
431530;Quaraí;Ambos;2019;Arma de fogo;5;20.94;22.29
431530;Quaraí;Ambos;2019;Arma branca ou objeto contundente;1;4.19;3.67
431530;Quaraí;Ambos;2019;Estrangulamento;1;4.19;4.26
431530;Quaraí;Ambos;2019;Força corporal;0;0;0
431530;Quaraí;Ambos;2019;Demais meios especificados;0;0;0
431530;Quaraí;Ambos;2019;Meios não especificados;0;0;0
431530;Quaraí;Ambos;2020;Arma de fogo;7;29.23;31.72
431530;Quaraí;Ambos;2020;Arma branca ou objeto contundente;0;0;0
431530;Quaraí;Ambos;2020;Estrangulamento;0;0;0
431530;Quaraí;Ambos;2020;Força corporal;0;0;0
431530;Quaraí;Ambos;2020;Demais meios especificados;0;0;0
431530;Quaraí;Ambos;2020;Meios não especificados;0;0;0
431530;Quaraí;Ambos;2021;Arma de fogo;2;8.34;8.7
431530;Quaraí;Ambos;2021;Arma branca ou objeto contundente;0;0;0
431530;Quaraí;Ambos;2021;Estrangulamento;0;0;0
431530;Quaraí;Ambos;2021;Força corporal;0;0;0
431530;Quaraí;Ambos;2021;Demais meios especificados;0;0;0
431530;Quaraí;Ambos;2021;Meios não especificados;0;0;0
431530;Quaraí;Ambos;2022;Arma de fogo;1;4.17;4.41
431530;Quaraí;Ambos;2022;Arma branca ou objeto contundente;0;0;0
431530;Quaraí;Ambos;2022;Estrangulamento;0;0;0
431530;Quaraí;Ambos;2022;Força corporal;0;0;0
431530;Quaraí;Ambos;2022;Demais meios especificados;1;4.17;4.19
431530;Quaraí;Ambos;2022;Meios não especificados;0;0;0
431530;Quaraí;Ambos;2023;Arma de fogo;0;0;0
431530;Quaraí;Ambos;2023;Arma branca ou objeto contundente;2;8.35;9.34
431530;Quaraí;Ambos;2023;Estrangulamento;0;0;0
431530;Quaraí;Ambos;2023;Força corporal;0;0;0
431530;Quaraí;Ambos;2023;Demais meios especificados;0;0;0
431530;Quaraí;Ambos;2023;Meios não especificados;0;0;0
431530;Quaraí;Ambos;2024;Arma de fogo;3;12.51;15.19
