Território;Nome do território;Sexo;Ano;Tipo de causa externa;Óbitos;Taxa bruta (por 100 mil hab.);Taxa padronizada (por 100 mil hab.)
431650;Salvador do Sul;Homens;2002;Lesão de trânsito;2;64.21;59.96
431650;Salvador do Sul;Homens;2002;Agressão;0;0;0
431650;Salvador do Sul;Homens;2002;Causas acidentais;0;0;0
431650;Salvador do Sul;Homens;2002;Lesão autoprovocada;2;69.08;68.69
431650;Salvador do Sul;Homens;2002;Demais causas externas;1;32.1;32.25
431650;Salvador do Sul;Homens;2003;Lesão de trânsito;1;31.52;30.83
431650;Salvador do Sul;Homens;2003;Agressão;0;0;0
431650;Salvador do Sul;Homens;2003;Causas acidentais;0;0;0
431650;Salvador do Sul;Homens;2003;Lesão autoprovocada;1;33.82;31.72
431650;Salvador do Sul;Homens;2003;Demais causas externas;0;0;0
431650;Salvador do Sul;Homens;2004;Lesão de trânsito;0;0;0
431650;Salvador do Sul;Homens;2004;Agressão;0;0;0
431650;Salvador do Sul;Homens;2004;Causas acidentais;1;30.99;51.36
431650;Salvador do Sul;Homens;2004;Lesão autoprovocada;1;33.17;54.96
431650;Salvador do Sul;Homens;2004;Demais causas externas;0;0;0
431650;Salvador do Sul;Homens;2005;Lesão de trânsito;0;0;0
431650;Salvador do Sul;Homens;2005;Agressão;0;0;0
431650;Salvador do Sul;Homens;2005;Causas acidentais;2;60.96;65.38
431650;Salvador do Sul;Homens;2005;Lesão autoprovocada;0;0;0
431650;Salvador do Sul;Homens;2005;Demais causas externas;0;0;0
431650;Salvador do Sul;Homens;2006;Lesão de trânsito;0;0;0
431650;Salvador do Sul;Homens;2006;Agressão;0;0;0
431650;Salvador do Sul;Homens;2006;Causas acidentais;0;0;0
431650;Salvador do Sul;Homens;2006;Lesão autoprovocada;0;0;0
431650;Salvador do Sul;Homens;2006;Demais causas externas;0;0;0
431650;Salvador do Sul;Homens;2007;Lesão de trânsito;1;29.59;39.18
431650;Salvador do Sul;Homens;2007;Agressão;0;0;0
431650;Salvador do Sul;Homens;2007;Causas acidentais;0;0;0
431650;Salvador do Sul;Homens;2007;Lesão autoprovocada;2;62.81;59.77
431650;Salvador do Sul;Homens;2007;Demais causas externas;0;0;0
431650;Salvador do Sul;Homens;2008;Lesão de trânsito;0;0;0
431650;Salvador do Sul;Homens;2008;Agressão;2;58.46;57.73
431650;Salvador do Sul;Homens;2008;Causas acidentais;1;29.23;25.27
431650;Salvador do Sul;Homens;2008;Lesão autoprovocada;0;0;0
431650;Salvador do Sul;Homens;2008;Demais causas externas;1;29.23;25.27
431650;Salvador do Sul;Homens;2009;Lesão de trânsito;2;57.65;50.82
431650;Salvador do Sul;Homens;2009;Agressão;0;0;0
431650;Salvador do Sul;Homens;2009;Causas acidentais;0;0;0
431650;Salvador do Sul;Homens;2009;Lesão autoprovocada;2;60.86;68.4
431650;Salvador do Sul;Homens;2009;Demais causas externas;0;0;0
431650;Salvador do Sul;Homens;2010;Lesão de trânsito;3;85.64;76.35
431650;Salvador do Sul;Homens;2010;Agressão;0;0;0
431650;Salvador do Sul;Homens;2010;Causas acidentais;0;0;0
431650;Salvador do Sul;Homens;2010;Lesão autoprovocada;0;0;0
431650;Salvador do Sul;Homens;2010;Demais causas externas;0;0;0
431650;Salvador do Sul;Homens;2011;Lesão de trânsito;2;56.93;61.46
431650;Salvador do Sul;Homens;2011;Agressão;0;0;0
431650;Salvador do Sul;Homens;2011;Causas acidentais;1;28.47;33.66
431650;Salvador do Sul;Homens;2011;Lesão autoprovocada;0;0;0
431650;Salvador do Sul;Homens;2011;Demais causas externas;0;0;0
431650;Salvador do Sul;Homens;2012;Lesão de trânsito;2;56.82;55.56
431650;Salvador do Sul;Homens;2012;Agressão;0;0;0
431650;Salvador do Sul;Homens;2012;Causas acidentais;1;28.41;41.29
431650;Salvador do Sul;Homens;2012;Lesão autoprovocada;0;0;0
431650;Salvador do Sul;Homens;2012;Demais causas externas;0;0;0
431650;Salvador do Sul;Homens;2013;Lesão de trânsito;1;28.34;31.7
431650;Salvador do Sul;Homens;2013;Agressão;0;0;0
431650;Salvador do Sul;Homens;2013;Causas acidentais;1;28.34;34.93
431650;Salvador do Sul;Homens;2013;Lesão autoprovocada;2;59.79;57.89
431650;Salvador do Sul;Homens;2013;Demais causas externas;0;0;0
431650;Salvador do Sul;Homens;2014;Lesão de trânsito;2;56.51;56.4
431650;Salvador do Sul;Homens;2014;Agressão;0;0;0
431650;Salvador do Sul;Homens;2014;Causas acidentais;1;28.26;25.19
431650;Salvador do Sul;Homens;2014;Lesão autoprovocada;7;209.08;218.85
431650;Salvador do Sul;Homens;2014;Demais causas externas;0;0;0
431650;Salvador do Sul;Homens;2015;Lesão de trânsito;0;0;0
431650;Salvador do Sul;Homens;2015;Agressão;1;28.19;25.87
431650;Salvador do Sul;Homens;2015;Causas acidentais;1;28.19;38.29
431650;Salvador do Sul;Homens;2015;Lesão autoprovocada;2;59.72;63.69
431650;Salvador do Sul;Homens;2015;Demais causas externas;0;0;0
431650;Salvador do Sul;Homens;2016;Lesão de trânsito;2;56.27;57.09
431650;Salvador do Sul;Homens;2016;Agressão;0;0;0
431650;Salvador do Sul;Homens;2016;Causas acidentais;1;28.14;26.28
431650;Salvador do Sul;Homens;2016;Lesão autoprovocada;0;0;0
431650;Salvador do Sul;Homens;2016;Demais causas externas;0;0;0
431650;Salvador do Sul;Homens;2017;Lesão de trânsito;1;28.06;23.8
431650;Salvador do Sul;Homens;2017;Agressão;0;0;0
431650;Salvador do Sul;Homens;2017;Causas acidentais;2;56.12;52.29
431650;Salvador do Sul;Homens;2017;Lesão autoprovocada;0;0;0
431650;Salvador do Sul;Homens;2017;Demais causas externas;0;0;0
431650;Salvador do Sul;Homens;2018;Lesão de trânsito;1;28;34.56
431650;Salvador do Sul;Homens;2018;Agressão;0;0;0
431650;Salvador do Sul;Homens;2018;Causas acidentais;0;0;0
431650;Salvador do Sul;Homens;2018;Lesão autoprovocada;1;29.79;28.69
431650;Salvador do Sul;Homens;2018;Demais causas externas;0;0;0
431650;Salvador do Sul;Homens;2019;Lesão de trânsito;2;55.87;57.74
431650;Salvador do Sul;Homens;2019;Agressão;0;0;0
431650;Salvador do Sul;Homens;2019;Causas acidentais;0;0;0
431650;Salvador do Sul;Homens;2019;Lesão autoprovocada;2;59.44;52.29
431650;Salvador do Sul;Homens;2019;Demais causas externas;0;0;0
431650;Salvador do Sul;Homens;2020;Lesão de trânsito;3;83.4;76.61
431650;Salvador do Sul;Homens;2020;Agressão;0;0;0
431650;Salvador do Sul;Homens;2020;Causas acidentais;1;27.8;33.42
431650;Salvador do Sul;Homens;2020;Lesão autoprovocada;1;29.56;26.94
431650;Salvador do Sul;Homens;2020;Demais causas externas;0;0;0
431650;Salvador do Sul;Homens;2021;Lesão de trânsito;4;111.17;109.01
431650;Salvador do Sul;Homens;2021;Agressão;1;27.79;25.83
431650;Salvador do Sul;Homens;2021;Causas acidentais;1;27.79;25.83
431650;Salvador do Sul;Homens;2021;Lesão autoprovocada;2;59.08;57.14
431650;Salvador do Sul;Homens;2021;Demais causas externas;0;0;0
431650;Salvador do Sul;Homens;2022;Lesão de trânsito;0;0;0
431650;Salvador do Sul;Homens;2022;Agressão;0;0;0
431650;Salvador do Sul;Homens;2022;Causas acidentais;1;27.83;23.04
431650;Salvador do Sul;Homens;2022;Lesão autoprovocada;1;29.56;29.43
431650;Salvador do Sul;Homens;2022;Demais causas externas;0;0;0
431650;Salvador do Sul;Homens;2023;Lesão de trânsito;0;0;0
431650;Salvador do Sul;Homens;2023;Agressão;0;0;0
431650;Salvador do Sul;Homens;2023;Causas acidentais;2;55.82;44.7
431650;Salvador do Sul;Homens;2023;Lesão autoprovocada;1;29.59;29.94
431650;Salvador do Sul;Homens;2023;Demais causas externas;1;27.91;23.44
431650;Salvador do Sul;Homens;2024;Lesão de trânsito;1;27.89;28.48
431650;Salvador do Sul;Homens;2024;Agressão;0;0;0
431650;Salvador do Sul;Homens;2024;Causas acidentais;5;139.43;118.08
431650;Salvador do Sul;Homens;2024;Lesão autoprovocada;2;59.03;47.21
431650;Salvador do Sul;Homens;2024;Demais causas externas;0;0;0
431650;Salvador do Sul;Homens;2025;Lesão de trânsito;1;27.92;29.1
431650;Salvador do Sul;Homens;2025;Agressão;0;0;0
431650;Salvador do Sul;Homens;2025;Causas acidentais;1;27.92;20.49
431650;Salvador do Sul;Homens;2025;Lesão autoprovocada;0;0;0
431650;Salvador do Sul;Homens;2025;Demais causas externas;1;27.92;30.37
431650;Salvador do Sul;Mulheres;2000;Lesão de trânsito;0;0;0
431650;Salvador do Sul;Mulheres;2000;Agressão;1;34.87;34.15
431650;Salvador do Sul;Mulheres;2000;Causas acidentais;0;0;0
431650;Salvador do Sul;Mulheres;2000;Lesão autoprovocada;2;74.77;108.4
431650;Salvador do Sul;Mulheres;2000;Demais causas externas;0;0;0
431650;Salvador do Sul;Mulheres;2001;Lesão de trânsito;0;0;0
431650;Salvador do Sul;Mulheres;2001;Agressão;0;0;0
431650;Salvador do Sul;Mulheres;2001;Causas acidentais;0;0;0
431650;Salvador do Sul;Mulheres;2001;Lesão autoprovocada;0;0;0
431650;Salvador do Sul;Mulheres;2001;Demais causas externas;0;0;0
431650;Salvador do Sul;Mulheres;2002;Lesão de trânsito;0;0;0
431650;Salvador do Sul;Mulheres;2002;Agressão;0;0;0
431650;Salvador do Sul;Mulheres;2002;Causas acidentais;0;0;0
431650;Salvador do Sul;Mulheres;2002;Lesão autoprovocada;0;0;0
431650;Salvador do Sul;Mulheres;2002;Demais causas externas;0;0;0
431650;Salvador do Sul;Mulheres;2003;Lesão de trânsito;0;0;0
431650;Salvador do Sul;Mulheres;2003;Agressão;0;0;0
431650;Salvador do Sul;Mulheres;2003;Causas acidentais;3;98.94;92.66
431650;Salvador do Sul;Mulheres;2003;Lesão autoprovocada;0;0;0
431650;Salvador do Sul;Mulheres;2003;Demais causas externas;1;32.98;30.86
431650;Salvador do Sul;Mulheres;2004;Lesão de trânsito;0;0;0
431650;Salvador do Sul;Mulheres;2004;Agressão;0;0;0
431650;Salvador do Sul;Mulheres;2004;Causas acidentais;0;0;0
431650;Salvador do Sul;Mulheres;2004;Lesão autoprovocada;0;0;0
431650;Salvador do Sul;Mulheres;2004;Demais causas externas;0;0;0
431650;Salvador do Sul;Mulheres;2005;Lesão de trânsito;0;0;0
431650;Salvador do Sul;Mulheres;2005;Agressão;0;0;0
431650;Salvador do Sul;Mulheres;2005;Causas acidentais;1;31.68;25.02
431650;Salvador do Sul;Mulheres;2005;Lesão autoprovocada;0;0;0
431650;Salvador do Sul;Mulheres;2005;Demais causas externas;1;31.68;31.9
431650;Salvador do Sul;Mulheres;2006;Lesão de trânsito;0;0;0
431650;Salvador do Sul;Mulheres;2006;Agressão;0;0;0
431650;Salvador do Sul;Mulheres;2006;Causas acidentais;0;0;0
431650;Salvador do Sul;Mulheres;2006;Lesão autoprovocada;0;0;0
431650;Salvador do Sul;Mulheres;2006;Demais causas externas;0;0;0
431650;Salvador do Sul;Mulheres;2007;Lesão de trânsito;0;0;0
431650;Salvador do Sul;Mulheres;2007;Agressão;0;0;0
431650;Salvador do Sul;Mulheres;2007;Causas acidentais;1;30.53;25.68
431650;Salvador do Sul;Mulheres;2007;Lesão autoprovocada;0;0;0
431650;Salvador do Sul;Mulheres;2007;Demais causas externas;1;30.53;25.68
431650;Salvador do Sul;Mulheres;2008;Lesão de trânsito;0;0;0
431650;Salvador do Sul;Mulheres;2008;Agressão;0;0;0
431650;Salvador do Sul;Mulheres;2008;Causas acidentais;1;30.07;33.47
431650;Salvador do Sul;Mulheres;2008;Lesão autoprovocada;1;31.95;31.89
431650;Salvador do Sul;Mulheres;2008;Demais causas externas;0;0;0
431650;Salvador do Sul;Mulheres;2009;Lesão de trânsito;2;59.17;60.18
431650;Salvador do Sul;Mulheres;2009;Agressão;0;0;0
431650;Salvador do Sul;Mulheres;2009;Causas acidentais;0;0;0
431650;Salvador do Sul;Mulheres;2009;Lesão autoprovocada;0;0;0
431650;Salvador do Sul;Mulheres;2009;Demais causas externas;0;0;0
431650;Salvador do Sul;Mulheres;2010;Lesão de trânsito;0;0;0
431650;Salvador do Sul;Mulheres;2010;Agressão;0;0;0
431650;Salvador do Sul;Mulheres;2010;Causas acidentais;0;0;0
431650;Salvador do Sul;Mulheres;2010;Lesão autoprovocada;1;30.93;25.32
431650;Salvador do Sul;Mulheres;2010;Demais causas externas;0;0;0
431650;Salvador do Sul;Mulheres;2011;Lesão de trânsito;0;0;0
431650;Salvador do Sul;Mulheres;2011;Agressão;0;0;0
431650;Salvador do Sul;Mulheres;2011;Causas acidentais;2;58.06;49.01
431650;Salvador do Sul;Mulheres;2011;Lesão autoprovocada;0;0;0
431650;Salvador do Sul;Mulheres;2011;Demais causas externas;0;0;0
431650;Salvador do Sul;Mulheres;2012;Lesão de trânsito;1;28.89;26.85
431650;Salvador do Sul;Mulheres;2012;Agressão;0;0;0
431650;Salvador do Sul;Mulheres;2012;Causas acidentais;0;0;0
431650;Salvador do Sul;Mulheres;2012;Lesão autoprovocada;0;0;0
431650;Salvador do Sul;Mulheres;2012;Demais causas externas;0;0;0
431650;Salvador do Sul;Mulheres;2013;Lesão de trânsito;0;0;0
431650;Salvador do Sul;Mulheres;2013;Agressão;0;0;0
431650;Salvador do Sul;Mulheres;2013;Causas acidentais;0;0;0
431650;Salvador do Sul;Mulheres;2013;Lesão autoprovocada;0;0;0
431650;Salvador do Sul;Mulheres;2013;Demais causas externas;0;0;0
431650;Salvador do Sul;Mulheres;2014;Lesão de trânsito;0;0;0
431650;Salvador do Sul;Mulheres;2014;Agressão;0;0;0
431650;Salvador do Sul;Mulheres;2014;Causas acidentais;1;28.68;35.12
431650;Salvador do Sul;Mulheres;2014;Lesão autoprovocada;0;0;0
431650;Salvador do Sul;Mulheres;2014;Demais causas externas;0;0;0
431650;Salvador do Sul;Mulheres;2015;Lesão de trânsito;0;0;0
431650;Salvador do Sul;Mulheres;2015;Agressão;0;0;0
431650;Salvador do Sul;Mulheres;2015;Causas acidentais;0;0;0
431650;Salvador do Sul;Mulheres;2015;Lesão autoprovocada;0;0;0
431650;Salvador do Sul;Mulheres;2015;Demais causas externas;0;0;0
431650;Salvador do Sul;Mulheres;2016;Lesão de trânsito;1;28.49;26.13
431650;Salvador do Sul;Mulheres;2016;Agressão;0;0;0
431650;Salvador do Sul;Mulheres;2016;Causas acidentais;0;0;0
431650;Salvador do Sul;Mulheres;2016;Lesão autoprovocada;2;60.19;54.22
431650;Salvador do Sul;Mulheres;2016;Demais causas externas;0;0;0
431650;Salvador do Sul;Mulheres;2017;Lesão de trânsito;0;0;0
431650;Salvador do Sul;Mulheres;2017;Agressão;0;0;0
431650;Salvador do Sul;Mulheres;2017;Causas acidentais;0;0;0
431650;Salvador do Sul;Mulheres;2017;Lesão autoprovocada;0;0;0
431650;Salvador do Sul;Mulheres;2017;Demais causas externas;0;0;0
431650;Salvador do Sul;Mulheres;2018;Lesão de trânsito;0;0;0
431650;Salvador do Sul;Mulheres;2018;Agressão;0;0;0
431650;Salvador do Sul;Mulheres;2018;Causas acidentais;0;0;0
431650;Salvador do Sul;Mulheres;2018;Lesão autoprovocada;0;0;0
431650;Salvador do Sul;Mulheres;2018;Demais causas externas;0;0;0
431650;Salvador do Sul;Mulheres;2019;Lesão de trânsito;0;0;0
431650;Salvador do Sul;Mulheres;2019;Agressão;0;0;0
431650;Salvador do Sul;Mulheres;2019;Causas acidentais;0;0;0
431650;Salvador do Sul;Mulheres;2019;Lesão autoprovocada;0;0;0
431650;Salvador do Sul;Mulheres;2019;Demais causas externas;0;0;0
431650;Salvador do Sul;Mulheres;2020;Lesão de trânsito;0;0;0
431650;Salvador do Sul;Mulheres;2020;Agressão;0;0;0
431650;Salvador do Sul;Mulheres;2020;Causas acidentais;0;0;0
431650;Salvador do Sul;Mulheres;2020;Lesão autoprovocada;0;0;0
431650;Salvador do Sul;Mulheres;2020;Demais causas externas;0;0;0
431650;Salvador do Sul;Mulheres;2021;Lesão de trânsito;0;0;0
431650;Salvador do Sul;Mulheres;2021;Agressão;0;0;0
431650;Salvador do Sul;Mulheres;2021;Causas acidentais;0;0;0
431650;Salvador do Sul;Mulheres;2021;Lesão autoprovocada;0;0;0
431650;Salvador do Sul;Mulheres;2021;Demais causas externas;0;0;0
431650;Salvador do Sul;Mulheres;2022;Lesão de trânsito;0;0;0
431650;Salvador do Sul;Mulheres;2022;Agressão;0;0;0
431650;Salvador do Sul;Mulheres;2022;Causas acidentais;0;0;0
431650;Salvador do Sul;Mulheres;2022;Lesão autoprovocada;1;29.5;24.62
431650;Salvador do Sul;Mulheres;2022;Demais causas externas;0;0;0
431650;Salvador do Sul;Mulheres;2023;Lesão de trânsito;0;0;0
431650;Salvador do Sul;Mulheres;2023;Agressão;0;0;0
431650;Salvador do Sul;Mulheres;2023;Causas acidentais;1;27.88;16.07
431650;Salvador do Sul;Mulheres;2023;Lesão autoprovocada;0;0;0
431650;Salvador do Sul;Mulheres;2023;Demais causas externas;0;0;0
431650;Salvador do Sul;Mulheres;2024;Lesão de trânsito;0;0;0
431650;Salvador do Sul;Mulheres;2024;Agressão;0;0;0
431650;Salvador do Sul;Mulheres;2024;Causas acidentais;2;55.62;30.97
431650;Salvador do Sul;Mulheres;2024;Lesão autoprovocada;0;0;0
431650;Salvador do Sul;Mulheres;2024;Demais causas externas;0;0;0
431650;Salvador do Sul;Mulheres;2025;Lesão de trânsito;1;27.76;28.37
431650;Salvador do Sul;Mulheres;2025;Agressão;0;0;0
431650;Salvador do Sul;Mulheres;2025;Causas acidentais;1;27.76;14.73
431650;Salvador do Sul;Mulheres;2025;Lesão autoprovocada;0;0;0
431650;Salvador do Sul;Mulheres;2025;Demais causas externas;0;0;0
431660;Sananduva;Ambos;2000;Lesão de trânsito;2;13.57;12.15
431660;Sananduva;Ambos;2000;Agressão;0;0;0
431660;Sananduva;Ambos;2000;Causas acidentais;1;6.79;7
431660;Sananduva;Ambos;2000;Lesão autoprovocada;0;0;0
431660;Sananduva;Ambos;2000;Demais causas externas;0;0;0
431660;Sananduva;Ambos;2001;Lesão de trânsito;3;20.22;19.1
431660;Sananduva;Ambos;2001;Agressão;0;0;0
431660;Sananduva;Ambos;2001;Causas acidentais;2;13.48;12.37
431660;Sananduva;Ambos;2001;Lesão autoprovocada;1;7.21;7.67
431660;Sananduva;Ambos;2001;Demais causas externas;0;0;0
431660;Sananduva;Ambos;2002;Lesão de trânsito;1;6.7;6.43
431660;Sananduva;Ambos;2002;Agressão;1;6.7;8.12
431660;Sananduva;Ambos;2002;Causas acidentais;1;6.7;7.84
431660;Sananduva;Ambos;2002;Lesão autoprovocada;0;0;0
431660;Sananduva;Ambos;2002;Demais causas externas;0;0;0
431660;Sananduva;Ambos;2003;Lesão de trânsito;4;26.65;26.57
431660;Sananduva;Ambos;2003;Agressão;1;6.66;6.58
431660;Sananduva;Ambos;2003;Causas acidentais;0;0;0
431660;Sananduva;Ambos;2003;Lesão autoprovocada;1;7.1;8.67
431660;Sananduva;Ambos;2003;Demais causas externas;1;6.66;6.79
431660;Sananduva;Ambos;2004;Lesão de trânsito;3;19.88;19.73
431660;Sananduva;Ambos;2004;Agressão;1;6.63;5.72
431660;Sananduva;Ambos;2004;Causas acidentais;2;13.25;13.87
431660;Sananduva;Ambos;2004;Lesão autoprovocada;1;7.04;6.32
431660;Sananduva;Ambos;2004;Demais causas externas;0;0;0
431660;Sananduva;Ambos;2005;Lesão de trânsito;2;13.19;13.41
431660;Sananduva;Ambos;2005;Agressão;1;6.6;7.79
431660;Sananduva;Ambos;2005;Causas acidentais;1;6.6;7.72
431660;Sananduva;Ambos;2005;Lesão autoprovocada;6;41.99;44.9
431660;Sananduva;Ambos;2005;Demais causas externas;0;0;0
431660;Sananduva;Ambos;2006;Lesão de trânsito;0;0;0
431660;Sananduva;Ambos;2006;Agressão;1;6.56;7.83
431660;Sananduva;Ambos;2006;Causas acidentais;1;6.56;7.49
431660;Sananduva;Ambos;2006;Lesão autoprovocada;1;6.95;6.58
431660;Sananduva;Ambos;2006;Demais causas externas;1;6.56;5.73
431660;Sananduva;Ambos;2007;Lesão de trânsito;5;32.67;30.09
431660;Sananduva;Ambos;2007;Agressão;0;0;0
431660;Sananduva;Ambos;2007;Causas acidentais;2;13.07;14.13
431660;Sananduva;Ambos;2007;Lesão autoprovocada;2;13.84;14.42
431660;Sananduva;Ambos;2007;Demais causas externas;0;0;0
431660;Sananduva;Ambos;2008;Lesão de trânsito;5;32.52;31.35
431660;Sananduva;Ambos;2008;Agressão;0;0;0
431660;Sananduva;Ambos;2008;Causas acidentais;1;6.5;7.03
431660;Sananduva;Ambos;2008;Lesão autoprovocada;4;27.52;29.92
431660;Sananduva;Ambos;2008;Demais causas externas;2;13.01;13.08
431660;Sananduva;Ambos;2009;Lesão de trânsito;1;6.48;6.17
431660;Sananduva;Ambos;2009;Agressão;1;6.48;6.17
431660;Sananduva;Ambos;2009;Causas acidentais;0;0;0
431660;Sananduva;Ambos;2009;Lesão autoprovocada;1;6.85;6.6
431660;Sananduva;Ambos;2009;Demais causas externas;0;0;0
431660;Sananduva;Ambos;2010;Lesão de trânsito;5;32.29;31.39
431660;Sananduva;Ambos;2010;Agressão;0;0;0
431660;Sananduva;Ambos;2010;Causas acidentais;5;32.29;31.63
431660;Sananduva;Ambos;2010;Lesão autoprovocada;1;6.82;5.8
431660;Sananduva;Ambos;2010;Demais causas externas;1;6.46;5.96
431660;Sananduva;Ambos;2011;Lesão de trânsito;3;19.27;17.97
431660;Sananduva;Ambos;2011;Agressão;0;0;0
431660;Sananduva;Ambos;2011;Causas acidentais;2;12.85;11.43
431660;Sananduva;Ambos;2011;Lesão autoprovocada;2;13.56;15.98
431660;Sananduva;Ambos;2011;Demais causas externas;0;0;0
431660;Sananduva;Ambos;2012;Lesão de trânsito;5;31.95;32.97
431660;Sananduva;Ambos;2012;Agressão;0;0;0
431660;Sananduva;Ambos;2012;Causas acidentais;3;19.17;17.61
431660;Sananduva;Ambos;2012;Lesão autoprovocada;1;6.74;5.74
431660;Sananduva;Ambos;2012;Demais causas externas;0;0;0
431660;Sananduva;Ambos;2013;Lesão de trânsito;1;6.34;7.87
431660;Sananduva;Ambos;2013;Agressão;1;6.34;5.12
431660;Sananduva;Ambos;2013;Causas acidentais;4;25.36;21
431660;Sananduva;Ambos;2013;Lesão autoprovocada;1;6.69;5.43
431660;Sananduva;Ambos;2013;Demais causas externas;3;19.02;16.63
431660;Sananduva;Ambos;2014;Lesão de trânsito;7;44.08;44.92
431660;Sananduva;Ambos;2014;Agressão;0;0;0
431660;Sananduva;Ambos;2014;Causas acidentais;1;6.3;5.75
431660;Sananduva;Ambos;2014;Lesão autoprovocada;1;6.65;6.16
431660;Sananduva;Ambos;2014;Demais causas externas;0;0;0
431660;Sananduva;Ambos;2015;Lesão de trânsito;1;6.24;4.73
431660;Sananduva;Ambos;2015;Agressão;2;12.49;12.35
431660;Sananduva;Ambos;2015;Causas acidentais;4;24.97;21.92
431660;Sananduva;Ambos;2015;Lesão autoprovocada;1;6.59;6.32
431660;Sananduva;Ambos;2015;Demais causas externas;0;0;0
431660;Sananduva;Ambos;2016;Lesão de trânsito;8;49.61;53.63
431660;Sananduva;Ambos;2016;Agressão;0;0;0
431660;Sananduva;Ambos;2016;Causas acidentais;6;37.2;30.44
431660;Sananduva;Ambos;2016;Lesão autoprovocada;1;6.55;7.3
431660;Sananduva;Ambos;2016;Demais causas externas;1;6.2;4.59
431660;Sananduva;Ambos;2017;Lesão de trânsito;5;30.79;29.23
431660;Sananduva;Ambos;2017;Agressão;1;6.16;6.97
431660;Sananduva;Ambos;2017;Causas acidentais;1;6.16;5
431660;Sananduva;Ambos;2017;Lesão autoprovocada;3;19.52;18.1
431660;Sananduva;Ambos;2017;Demais causas externas;0;0;0
431660;Sananduva;Ambos;2018;Lesão de trânsito;3;18.36;18.22
431660;Sananduva;Ambos;2018;Agressão;1;6.12;7.13
431660;Sananduva;Ambos;2018;Causas acidentais;2;12.24;8.9
431660;Sananduva;Ambos;2018;Lesão autoprovocada;2;12.93;14.22
431660;Sananduva;Ambos;2018;Demais causas externas;2;12.24;8.46
431660;Sananduva;Ambos;2019;Lesão de trânsito;2;12.16;10.07
431660;Sananduva;Ambos;2019;Agressão;1;6.08;4.3
431660;Sananduva;Ambos;2019;Causas acidentais;2;12.16;11.12
431660;Sananduva;Ambos;2019;Lesão autoprovocada;0;0;0
431660;Sananduva;Ambos;2019;Demais causas externas;0;0;0
431660;Sananduva;Ambos;2020;Lesão de trânsito;7;42.3;37.36
431660;Sananduva;Ambos;2020;Agressão;2;12.09;13.98
431660;Sananduva;Ambos;2020;Causas acidentais;8;48.34;38.72
431660;Sananduva;Ambos;2020;Lesão autoprovocada;2;12.77;15.57
431660;Sananduva;Ambos;2020;Demais causas externas;2;12.09;8.97
431660;Sananduva;Ambos;2021;Lesão de trânsito;0;0;0
431660;Sananduva;Ambos;2021;Agressão;0;0;0
431660;Sananduva;Ambos;2021;Causas acidentais;4;24.07;14.27
431660;Sananduva;Ambos;2021;Lesão autoprovocada;1;6.36;4.91
431660;Sananduva;Ambos;2021;Demais causas externas;2;12.04;10.61
431660;Sananduva;Ambos;2022;Lesão de trânsito;6;36.04;29.77
431660;Sananduva;Ambos;2022;Agressão;2;12.01;7.99
431660;Sananduva;Ambos;2022;Causas acidentais;5;30.03;19.82
431660;Sananduva;Ambos;2022;Lesão autoprovocada;2;12.68;14.82
431660;Sananduva;Ambos;2022;Demais causas externas;1;6.01;5.63
431660;Sananduva;Ambos;2023;Lesão de trânsito;2;11.97;10.34
431660;Sananduva;Ambos;2023;Agressão;2;11.97;10.19
431660;Sananduva;Ambos;2023;Causas acidentais;5;29.93;25.09
431660;Sananduva;Ambos;2023;Lesão autoprovocada;3;18.93;16.98
431660;Sananduva;Ambos;2023;Demais causas externas;0;0;0
431660;Sananduva;Ambos;2024;Lesão de trânsito;6;35.8;31.17
431660;Sananduva;Ambos;2024;Agressão;2;11.93;10.54
431660;Sananduva;Ambos;2024;Causas acidentais;2;11.93;7.3
431660;Sananduva;Ambos;2024;Lesão autoprovocada;1;6.28;3.84
431660;Sananduva;Ambos;2024;Demais causas externas;0;0;0
431660;Sananduva;Ambos;2025;Lesão de trânsito;2;11.93;15.03
431660;Sananduva;Ambos;2025;Agressão;0;0;0
431660;Sananduva;Ambos;2025;Causas acidentais;3;17.89;10.94
431660;Sananduva;Ambos;2025;Lesão autoprovocada;1;6.27;6.34
431660;Sananduva;Ambos;2025;Demais causas externas;1;5.96;3.09
431660;Sananduva;Homens;2000;Lesão de trânsito;2;27.65;24.21
431660;Sananduva;Homens;2000;Agressão;0;0;0
431660;Sananduva;Homens;2000;Causas acidentais;1;13.83;14.62
431660;Sananduva;Homens;2000;Lesão autoprovocada;0;0;0
431660;Sananduva;Homens;2000;Demais causas externas;0;0;0
431660;Sananduva;Homens;2001;Lesão de trânsito;3;41.16;38.2
431660;Sananduva;Homens;2001;Agressão;0;0;0
431660;Sananduva;Homens;2001;Causas acidentais;2;27.44;24.67
431660;Sananduva;Homens;2001;Lesão autoprovocada;1;14.73;16.01
431660;Sananduva;Homens;2001;Demais causas externas;0;0;0
431660;Sananduva;Homens;2002;Lesão de trânsito;1;13.63;13.05
431660;Sananduva;Homens;2002;Agressão;1;13.63;16.44
431660;Sananduva;Homens;2002;Causas acidentais;1;13.63;20.57
431660;Sananduva;Homens;2002;Lesão autoprovocada;0;0;0
431660;Sananduva;Homens;2002;Demais causas externas;0;0;0
431660;Sananduva;Homens;2003;Lesão de trânsito;1;13.54;12.37
